protocol_id,elem_id,segmentation,comments,text
prot-200405--46,i-11LCJKHjQToJxfJVn396g,intro,,Anf. 120 KALLE LARSSON (v):
prot-200405--46,i-17rL4ccWiK8kYESq6KstU,u,,"Fru talman! Jag brukar avsluta mina anföranden med en uppmaning om en ny regering. Det kanske finns en större samsyn mellan de politiska blocken inom äldrepolitiken än inom många andra områden. Men när det gäller de gamla med låga pensioner, som i dag drabbas av högre avgifter, en mer ransonerad hemtjänst och allt mindre möjligheter att få komma in på äldreboenden, är det nog ändå så att en borgerlig regering skulle kunna lösa en del problem."
prot-200405--22,i-18e2jS1w2tdHXmoho2QhM,u,,"Fru talman! Ja, det kan man."
prot-200506--13,i-15zQ3JmjyeeVsUcFXUY3R,u,,"Det ligger i linje med vår uppfattning att det inte är selektiva företagsstöd som skapar regional tillväxt utan ett bra företagsklimat, en god infrastruktur i form av vägar, kommunikationer i övrigt, utbildning och forskning samt tillgång till kapital."
prot-200506--10,i-16VUssZN9oCJq5yKh1HTa,note,,Till riksdagen hade inkommit följande skrivelser:
prot-200506--52,i-17E1RdCDAqCX57Xf1A87V,intro,,Anf. 43 HILLEVI ENGSTRÖM (m) replik:
prot-200607--37,i-112Kb9k2QsNUapSfP2aGev,u,,"Det första är att man här, eftersom det är ett budgetbetänkande, måste vara överens med regeringspartiet. Så är inte fallet. Det ska man vara så länge det rör anslagsframställningar. Man måste vara överens om siffrorna. Däremot finns det inget krav på att Kristdemokraterna ansluter sig till den moderata politiken i övrigt."
prot-200607--18,i-17KjHHhtftem1ecqVyD4D,u,,"Du talade om tonåringar som känner tomhet. Jag tror att just förkortad arbetstid skulle kunna vara bra med tanke på den farhåga som du uttryckte. Då skulle både kvinnor och män kunna få mer tid att vara tillsammans med sina barn. Det borde väl vara en reform som tilltalar dig i stor utsträckning. Samtidigt skulle det också ge flera arbete, och flera skulle kunna arbeta i förskolan."
prot-200607--44,i-18MfUAZavq5kmFz38hHFr,u,,"Så fungerar det ju inte i verkligheten. Arbete är ju inte vilken vara som helst där efterfrågan på ett enkelt sätt styrs av priset. Vore det så enkelt skulle ju det land som har de lägsta lönerna också ha den lägsta arbetslösheten, men så ligger det faktiskt inte till."
prot-200708--15,i-112BAKSaGiiiLrJ4MFA1mY,u,,"När man hör Thomas Östros och den samlade oppositionen framställa detta får man lite intrycket av att Mats Odell har anlitat familjen Sopranos för att bakom lyckta dörrar kränga statliga bolag. Riktigt så är det inte, utan man har upphandlat tjänster tidigare av det företag som Thomas Östros så sent som för ett år sedan förnyade avtalet med."
prot-200708--12,i-12mFe9kiU8FxGgZVU4Fmc,u,,"Herr talman! Jag tror att all arbetslivserfarenhet är nyttig. Jag har själv fått göra arbetslivserfarenheter inom områden som är långt ifrån min utbildning en gång i tiden, och jag är innerligt tacksam och glad över den erfarenheten."
prot-200708--5,i-16ZbFVZrf2noibeSF1i81,note,klockslag i protokollets titel/rubrik,Kl. 13:30 - 13:33
prot-200809--53,i-11VCsqJE5MS4aiJnEuqim,note,,Övriga punkter
prot-200809--12,i-1123FCDKtuytzbjsL2dgPp,u,,"Nu har mer än halva mandatperioden gått, så jag tycker att det är dags att ta nya tag och att flytta fram positionerna. Jag vill därför fråga ministern: Vilka krav tänker Maud Olofsson ställa på Vattenfall i den här nödvändiga omställningen?"
prot-200809--13,i-19reWGnQDi7hAW4wQQty7,u,,"Valet 2010 riskerar i och för sig att bara bli ytterligare en i raden av skenmanövrar som juntan gör för att legitimera sitt maktinnehav. Men alldeles oavsett detta är det oerhört viktigt att stödja oppositionen. Partier som Aung San Suu Kyis NLD, Aung Moe Zaws DPNS och många andra sådana rörelser har fått en försvinnande liten del av det bistånd som går till Burma."
prot-200910--43,i-147j36qwN9r5KU4WbSyEj,u,,"Vi socialdemokrater har lagt fram ett förslag om att halvera den skatteklyfta som ni har beslutat om i den här kammaren. Ni säger: Jo, men nu sänker vi ju skatten med 3 Â½ miljard ytterligare för pensionärskollektivet. Ja, men samtidigt sänker ni skatten med ytterligare 10 miljarder för löntagarkollektivet, det vill säga att ni ökar klyftan ännu mer trots att ni tycker att pensionärerna visst ska ha det bra. Jag får inte er argumentation att gå ihop."
prot-200910--51,i-164GiGh8d3Bm7ciVhAn8W,u,,"Nu har vi särskilda aktionsgrupper vid åtta polismyndigheter och Rikskriminalpolisen. Vi har 200 särskilt engagerade poliser som kan förstärka arbetet mot organiserad brottslighet där det behövs. Hade Thomas Bodström fått bestämma hade de suttit på Kungsholmen, och ursprungsförslaget var att man skulle ta resurser från Västra Götaland och annat. Oerhört dumt, tycker jag, men man kan ha olika uppfattning."
prot-200910--51,i-19HzZ4wJfwrV63kWH7TfX,u,,"Fru talman! Det är viktigt att se varje individ, säger Eva Flyborg, och att regeringens politik är inriktad på de långtidsarbetslösa. Hon säger vidare att garantierna vid en preliminär utvärdering är positiva."
prot-201011--35,i-16saoUtXqZBDxZ4mN9Xow,u,,Regeringen har infört och inför fler nationella prov. Kontinuerlig uppföljning och utvärdering är nödvändigt för att vi ska veta om den enskilda eleven behöver mer stöd. Det finns inget mer elakt än att låta studiesvaga elever gå osedda genom skolan. De nationella proven ger också lärarna fler redskap i undervisningen och skapar förutsättningar för nationell likvärdighet och rättvis betygssättning.
prot-201011--34,i-1ENPfxa4nTuD4T3CkYugz,u,,"Vi hade tur vid dådet i Stockholm. Det var tur att inte fler människor dödades. Detta har andra varit inne på här. Det var bara på grund av inkompetens så kan man kalla det som en massa människor inte dog. Jag befarar tyvärr att detta inte är sista gången vi ser något liknande hända i Sverige eller att någon kommer att försöka sig på något liknande. Jag vet att den ideologi som står bakom islam ger upphov till den här sortens beteende. Vi i Sverige och vi i västvärlden lever i det de kallar för Dar-al-Harb, krigets hus, inom islam. Därmed är vi enligt en inte alltför liten andel förtjänta av den behandling som man försökte utsätta Stockholmsborna för i lördags."
prot-201011--37,i-1NgEriKu6JtGt3C2eQ4qZ,u,,"I artikeln kommer man till någon sorts Orwellskt nyspråks höjdpunkt när man beskriver sin egen politik: För att ytterligare förbättra trygghetssystemen har Alliansen under våren tillsatt en parlamentarisk utredning som ska se över hur arbetslöshets- och socialförsäkringarna långsiktigt kan bli mer sammanhållna, balanserade och bidra till en högre sysselsättning. Man har ju krossat hela socialförsäkringssystemet inklusive arbetslöshetsförsäkringen, och man har inte lyckats nå någon högre sysselsättning. Gud bevare oss för en sådan fortsatt politik!"
prot-201112--34,i-11viwa1vNRw32Xxgu9G3w,u,,Fru talman! Fakta är följande: Från 2012 försvinner den statliga medfinansieringen till hästforskningen trots att näringen i flera år uppmärksammat regeringen på det förestående hotet. De stora förbunden inom hästnäringen är helt eniga om att forskningen är en av näringens viktigaste tillväxtfaktorer och känner sig givetvis oroade.
prot-201112--48,i-112Z5Aa1VfQ6nuyCqGAYXX,u,,Herr talman! Först vill jag yrka bifall till reservation 6.
prot-201112--22,i-1546bL4y7WHG2PTcityFu,u,,Svenska folket har redan sagt sitt i frågan: Inte ur min plånbok! Respektera detta!
prot-201213--37,i-13ghAgwAFMCjsRePAoqVz,u,,"Nu finns det förvisso en del lättnader för företag i glesbygden även i Sverige, och det tas successivt små steg i rätt riktning, vilket är bra men inte tillräckligt. Det är otillräckligt för att upprätthålla de svenska glesbygdsföretagens konkurrenskraft. Svensk lagstiftning har inte gått tillräckligt långt för att underlätta för den svenska glesbygden. Där finns ett tydligt problem, särskilt för svenska företag som är verksamma i närheten av den norska gränsen."
prot-201213--39,i-15zQtGwiR8vq4uLgokADx,u,,"Sverige är ett land där vi är otroligt privilegierade. Vi har fått förmånen att växa upp i ett land där vi har välstånd, där vi har trygghet och där vi inte har haft krig i mannaminne. Alla människor har inte haft den förmånen. Vi är inte bara medmänniskor till de människor som liksom vi har haft förmånen att födas här, utan vi är också medmänniskor till de människor som har fötts och vuxit upp under andra förhållanden."
prot-201213--47,i-17TpRFQp45zHTGjYrcsME,u,,Det var en svada mot valfrihet och en svada mot olika aktörer som utför välfärdstjänster. Det är inte särskilt förvånande att det kommer från Vänsterpartiet. Ni är ju väldigt tydliga på den punkten. Men det finns några saker man skulle kunna kommentera.
prot-201314--23,i-112G9kQCVjRQBA2p3Wmbm2,u,,Fru talman! Jag följde på 90-talet tillkomsten av ramverket. Den återspeglar två saker. Den ena är det faktum att Sverige under lång tid har vant sig vid att ha en minoritetsregering och rimligen får ställa in sig på att så kommer det också att vara i framtiden.
prot-201314--39,i-13E5ewVVW1sorw6c3YNiS,u,,"Om jag inte hade så stor respekt för mina kolleger skulle jag kanske hemfalla till Carl B Hamiltons språkbruk och kalla detta för vämjeligt, men det ska jag inte göra. Jag tycker inte att vi ska behandla varandra på det sättet här i riksdagen."
prot-201314--38,i-13w78Nc83NNMRs3wuXm1b,u,svar på interpellation,När vi träffar polisen både i trafikutskottet och vid andra tillfällen tycker jag inte att de heller har någon riktig koll på vad detta handlar om â€“ att man har muskler för att agera.
prot-201415--28,i-12dbEAYUph3kHDJPZ5Mqn,u,,"Jag tycker att det hade varit ansvarsfullt av regeringen om man hade landat i en tydlig uppfattning om Förbifarten, ungefär som i diskussionen om Bromma. Ska projektet fullföljas eller inte? Det hade varit ansvarsfullt att tydligt säga: Ja, det behövs på grund av dess betydelse för jobb och tillväxt. Eller man hade kunnat landa i att säga: Nej, vi tycker inte att det här projektet ska fullföljas. Vi satsar på någonting annat. Då hade man kunnat anföra skälen till det. Då hade man inte landat i denna spagat- och mellanlösning som innebär en räkning på 4 miljoner kronor per dag till skattebetalarna."
prot-201415--41,i-13DFi82FsEoc6WkK1T673,u,,"Nej, Sverigedemokraterna saknar inte visioner på kulturområdet, snarare tvärtom. Du har själv sett vårt budgetförslag, Alice Bah Kuhnke. Du har lyssnat på debatten. Det är tydligt att vi har visioner och målsättningar som på många områden är högre än regeringens, så också på kulturområdet."
prot-201415--22,i-13GAEpXi9B4mMFoKqEmuT,u,svar på interpellation,"Det som ändå får betecknas som glädjande är att svaret på interpellationen säger något annat. Jag kan få ett intryck av att någon har tagit statsrådet i örat och sagt: Hallå där, regeringen har bara en politik."
prot-201516--47,i-11sTFSmhVB2CUw9JnT82,note,,den 15 december
prot-201516--43,i-13cjkhGfFn3FpqZ9xC9Kz,u,,Jag har en fråga till statsrådet som högsta ansvarig för Näringsdepartementet: Ã„r det rimligt att vi lagstiftare inte får ta del av de handlingar som är offentliga handlingar i god tid och som faktiskt finns när det är så bråttom?
prot-201516--47,i-13wcwDoEibCZ4MdMLBbhs,u,,"Hur framtiden ser ut har vi möjligtvis en aning om men ingen exakt karta över . Det vi vet om är de resurser vi har att tillgå, till exempel studenter som har en iver att lära sig och ta reda på nya saker. Vi har bra lärosäten som på något område har sin spets. Vi har nyanlända som bär med sig kunskaper till vårt land som i en del fall kan passa in i det vi har brist på."
prot-201617--23,i-112CJTQGG67fjza77oRFSR,u,,"Från regeringens sida verkar man inte heller se den ekonomiska plussidan. Det handlar om föräldrar som kan förvärvsarbeta, betala skatt och konsumera. Det handlar om personliga assistenter som också betalar skatt och konsumerar. Det handlar om personer med funktionsnedsättning som kan ta sig till jobbet, studera med mera. Förutom vinsten i form av livskvalitet och möjlighet att leva ett liv som alla andra är den ekonomiska vinsten för samhället väldigt stor."
prot-201617--44,i-13Ab1AMpa9CYmeDLtGjjj,note,Innehållsförteckning,Anf. 138 HELENA LINDAHL (C) replik
prot-201617--13,i-13VffKfWa7afjhUHCS1cw,u,,Herr talman! Stockholm och Halland har de kortaste vårdköerna för patienterna. Det kanske är ännu viktigare än hur landstingsråden mår.
prot-201718--45,i-12rnArGsdxPscAkWiKnp3,note,Innehållsförteckning,Anf. 72 CARINA OHLSSON (S)
prot-201718--54,i-13cy2jpuebMhWjSBJ9MLw,u,,"Karin Svensson Smith har ställt ett antal frågor som bland annat berör tunga gasfordon. Detta är frågor som i huvudsak sorterar under andra statsråd, men jag ska ge ett översiktligt svar."
prot-201718--11,i-16d8X3ub5gP3xhqBTzULP,note,,För res.: 19 V
prot-201819--5,i-16pKnQ7kkDWcN2oaBndU6,note,,Ebba Hermansson (SD)
prot-201819--13,i-1A1qbJmg37bFNGrnJR3Xs,u,,"Den föreslagna boendeformen ska vara en boendeform för de äldre som inte behöver så pass mycket stöd att det blir heldygnsvård. Det är en boendeform som bland annat syftar till att bryta oönskad isolering i det egna hemmet. Ett annat syfte är att äldre ska kunna flytta till ett biståndsbedömt trygghetsboende vid upplevd otrygghet i det egna hemmet. Det är mycket viktiga aspekter när det gäller många av de äldres behov och välbefinnande. Det är frågor som vi har drivit länge och försökt nå ut med, bland annat i den något smutsiga valrörelse som precis har ägt rum."
prot-201819--32,i-1CUvgfHDwxcVoxwbA3Dqm,u,,Vad gäller de statliga museerna är det så att när vi i socialdemokratin genomför reformer gör vi dem generella. Vi tror inte på någon form av allmosepolitik där man ska få fritidspeng för att över huvud taget kunna få en fritid när man inte kan bekosta en sådan på grund av ens ekonomiska förutsättningar.
prot-201920--24,i-11oYK8dVLpC8hS9nZU8pq,note,Innehållsförteckning,Anf. 19 CHRISTER NYLANDER (L) replik
prot-201920--43,i-17qC6qsLypbsQZ6ioRS5E,note,,2019/20:UFöU3 Svenskt deltagande i Förenta nationernas stabiliseringsinsats i Mali
prot-201920--28,i-1CaU6zuihueq2fbYx2v8R,note,Innehållsförteckning,Anf. 62 ARMAN TEIMOURI (L)
prot-202021--38,i-16M8VKKfDdTeYtNGxfEE3,title,rubrik på interpellation,Interpellation 2020/21: 119
prot-202021--45,i-19QymxwuiqttXiAMGgceB,u,,"Herr talman! Tack, Josefin Malmqvist, för ett engagerande inlägg i den här debatten! Jag kan dock konstatera att det var väldigt få politiska förslag på vårt utgiftsområde som presenterades. Men Josefin Malmqvist ska nu få möjlighet att utveckla det hela lite."
prot-202021--30,i-1A8CwgDHg2G2uZW8Yg35b,title,,Ersättning till personer i riskgrupper
prot-202122--13,i-17yFF8d2BuThXeSDNr22w,u,,"Jag skulle vilja ställa en motfråga till Aron Emilsson. Aron Emilsson pratar väldigt mycket om Miljöpartiets kulturpolitik, men hur ser det ut med Sverigedemokraternas? Sverigedemokraterna är det parti som allra tydligast vill använda kulturen för sina egna politiska syften. Ã„mnar Aron Emilsson ändra på detta?"
prot-202122--41,i-18vuysRHoH3oTQBAYWA2N,u,,"Det kan jag tycka är synd, inte minst när vi pratar om ett så viktigt område som internationellt bistånd. Jag vet att ledamoten har ett starkt engagemang i detta, och jag hade hoppats att ledamoten skulle ha använt detta engagemang, inte minst i sitt eget parti , till att stå upp för att Sverige också i framtiden ska ha ett högt och ambitiöst bistånd på enprocentsnivån. I stället försöker ledamoten slingra sig runt det faktum att man vill göra miljardnedskärningar på biståndet utan att egentligen berätta varför man måste skära ned på biståndet."
prot-202122--41,i-1FeFPWS6R6oEYyWNuADz8,u,,"Sverige kan bättre. Vi har ett läge som är allvarligt, och landet behöver mer av samarbete, inte mindre. Det är min övertygelse som ordförande för justitieutskottet och som första talare i debatten om utgiftsområde 4."
prot-1867--fk--0322,i-195ZYp5hMpBDfaAKzu18A,u,,"skick antaga, så hafva vi till nådig pröfning företagit de delar af nämnda förslag, hvilka icke tillhöra civillag, och funnit godt, att, med upphäfvande af Kongl. Kungörelsen den 14 Januari I824, rörande inrättande af enskilda banker och diskonter, Kongl. Kungörelsen den 9 Januari 1846, angående enskilda banker, hvilka utgifva egna kreditsedlar, och Kongl. Kungörelsen den 10 November 1855, om vissa ändringar och tillägg vid 1846 års förenämnda Kungörelse, i hufvudsaklig öfverensstämmelse med Rikets Ständers förslag, till efterrättelse för de enskilda sedelutgifvande banker, hvilka hädanefter inrättas eller erhålla förlängd oktroj, stadga och förordna följande:» — Jag tror således, att Utskottet ganska rigtigt förfarit, vid behandlingen af ifrågavarande motioner. Hvad Utskottets motivering beträffar, så må det vara sannt, att, i fall man önskar att de sedelutgifvande bankerna skola upphöra, beslutet härom icke bör uppskjutas alltför nära intill tiden för oktrojernas slut. Men det finnes ock en annan sida, hvarifrån man kan se denna sak. Det är nemligen ett obestridt faktum, att få ämnen funnits, angående hvilka på olika tider så olika strömningar i allmänna tänkesätten egot rum, som beträffande privatbankerna. Den ena gången har man tyckt om dem, prisat och omhuldat dem; vid andra tillfällen hafva samma inrättningar varit föremål för hat och förbittring. Under sådana förhållanden var det ingen lätt sak att bringa stadga i detta ämne; men det lyckades dock 1862 och 1863 års Ständer, och med 1864 års Kongl. Kungörelse kom denna stadga till stånd. ""Till följd af denna Kungörelse hafva dels flera privatbanker uppstått, och dels de förutvarande erhållit förnyad oktroj; och detta gör, att, äfven om man vill åstadkomma förändring i denna så nya lagstiftning, någon tillämpning dock icke kan komma i fråga på en ganska lång tid. Det kunde dock lätt hända — och erfarenheten ger stöd åt en sådan förmodan — att nya strömningar uppkommo rakt motsatta de nuvarande; och således vore det att befara, att, om man nu beslutade förändring af denna lagstiftning, man, när beslutet skulle tillämpas, funne sig missnöjd med detsamma."
prot-1867--fk--0125,i-1Fq9rSA7212Gbcj55FAji,note,,"lappmarker, för betryggande af Lapparnes besittningsrätt till renbetesland, samt anvisande af dertill erforderliga medel."
prot-1867--fk--0416,i-1GLwjUCmkaFFuc19dEnXN,u,,"Jag har blifvit hufvudsakligen förekommen af Herr Hasselrot, som påpekat nödvändigheten af att bereda tillverkaren af bränvin någon lindring i de nuvarande förhållandena, på samma gång, som man tillförsäkrar Staten om medel för skattens utbekommande. Mot det förslag, som Utskottet framlagt, har blifvit anmärkt, att panträtt enligt vår lag ej kan ega rum utan genom »pant i handom»; att svårigheter kunde uppkomma deraf, att en annan person än bränvinstillverkaren vore egare af redskapen, och att det bletve nästan nog omöjligt att försälja det pantsatta bränvinet, då man nemligen måste antaga att köpare deraf ej egde erforderliga kärl till dess afhemtande och förvarande. I alla dessa anmärkningar måste jag instämma; men jag tillåter mig likväl att göra några reflexioner. Då det efter närvarande förslag är stadgadt, att bränvinsredskapen skall utgöra pant för skatten, så drager jag deraf den slutsats, att den, som vill begagna sig af den fördelen, att slippa betala skatten i förskott, måste, innan han börjar sin tillverkning, visa, att han eger redskapen: är han ej egare af densamma, så kan han naturligtvis ej heller pantsätta den. Vidare anser jag att redskap och bränvin, som befinner sig under kontrollörens lås, väl kan såsom »pant i handom» anses, och att således något särskildt undantagsstadgande för detta fall ej är nödvändigt. Man har äfven anmärkt, att, om man också pantsatte så stor del af det tillverkade bränvinet, som svarade mot skatten, så hade man likväl ej någon säkerhet, att ej vid en utmätnings-auktion det komme att försäljas för ett pris, så lågt, att man ej kunnat på förhand beräkna det. Detta är visserligen sannt, men jag ser ej något hinder deruti, att bränvinet kunde försäljas på annat ställe än vid sjelfva bränneriet. Af dessa skäl tror jag, att det nu föreslagna stadgandet skulle betydligt förbättras, om detsamma förändrades så till vida, att bränvinet jemte de kärl, i hvilka det förvarades, skulle, i stället för bränvinet jemte redskapen, utgöra pant för skatten, äfvensom det tillägg gjordes, att den, som ville åtnjuta befrielse från att erlägga skatten i förskott, skulle ställa borgen af två vederhäftige personer derför, att, vid möjligen blifvande försäljning af det pantsatta bränvinet, detsamma komme att uppgå till sammanlagda beloppet at skatten och omkostnaderna. Genom sistnämnda stadgande vunne man den fördel, att borgesmännen, för att ej sjelfva blifva underkastade någon risk, vakade öfver att bränvinet ej blefve såldt till underpris. Af dessa skäl och för att få de förändringar i förslaget verkställda, hvilka jag nu föreslagit, får jag yrka på återremiss af Betänkandet."
prot-1867--ak--0504,i-112KW5jje1S1CdGsartSjw,note,,Punkterna 8—10. Biföllos.
prot-1867--ak--0329,i-1B4b1hw7YZHkA2Sf1Xor2,note,,Särskilda Utskottets för folkskolelärare-seminariernas ombildning Utlåtande N:o 1; |
prot-1867--ak--0328,i-1DJ8rCEEtYBVuJpuFYYAD,u,,"Om Staten sålunda för egen räkning inrättar en verkstad för tillverkning af kopparpatroner, hindrar sådant naturligtvis icke att, om hylsorna härtill framdeles skulle kunna erhållas af god beskaffenhet från enskilda verkstäder, då deraf begagna sig."
prot-1868--ak--0425,i-15DhFyyww1ZSNwwTYCXbu,note,,Herr CO. A. Larsson:
prot-1868--ak--0312,i-15oc2AnGnZhuuJw6rbbwD,u,,"Den verksamhet, som medelst handelsoch sjöfartsfonden utöfvats, torde för de flesta af Kammarens ledamöter vara känd, och jag kan knappt föreställa mig att någon finnes, som icke vitsordar det gagn den uträttat genom bidrag till en mängd gagnande och storartade arbeten, hvilka den förutan säkerligen aldrig kommit till stånd. Såsom redan förut är nämndt, äro dessutom förbindelser af olika art ingångna af Kongl. Maj:t om företag, hvilkas utförande medtaga utgifter, som icke kunna undvikas, och det - vore således beklagligt och i hög grad menligt, om nu en nedsättning skulle göras uti ett anslag, hvilket Kongl. Maj:t ansett sig med största säkerhet och tillförsigt kunna till oförändradt belopp fortfarande påräkna."
prot-1868--ak--0304,i-181dwGA8mpxwwNWddz5Ei,u,,"Jag hade ej ämnat begära ordet, om ej en uppgift under diskussionen förekommit, som jag ansett mig böra rätta. Man har nemligen sagt, att de stapelstäder, som tillkommit efter regleringen vid 1855—1856 års riksdag, ej ega rätt till tolag. Men förhållandet är att på derom gjord underdånig framställning de kunna berättigas att uppbära 5 procent af tulluppbörden, hvar vid sin respektive tullkammare, och jag har mig särskildt bekant en stad, Trelleborg, som nyligen på sådant sätt kommit i åtnjutande af denna förmån."
prot-1868--fk--0512,i-112Rwwrrfo6XGtnd85GVua,note,,"N:o 60, angående meddelande af nödig föreskrift derom, att bevis,"
prot-1868--fk--0324,i-14o6axPVB5ya5B64p1Fdu,note,,Den 24 Mars. 459
prot-1868--fk--0127,i-18CifXV4yHmhnaWqSS4Nw,note,,Hänvisades till Stats-Utskottet.
prot-1869--ak--0323,i-15X4gjNVHZY6eY4MRnXjb,u,,"Af dessa handlingar inhemtas, hurusom de rustande tillförsäkrades att mot den då bestämda vakansafgiften vara befriade från underhållandet af de vanliga rustningshästarne med allt hvad till hästmunderingen hört, och att någon förnyad uppsittning icke skulle komma i fråga, ""så länge rikets gränser, derpå grundade försvar och dåvarande krigsbruk förblifva i samma skick de då voro"". Det heter vidare i det Kongl. Brefvet; att Kongl. Maj:t funnit ""det indelta kavalleriet, som med Rikets dryga kostnad underhålles, till styrka och antal vida öfverstiga verkliga behofvet, hvadan Kongl. Maj:t, på samma gång han ökade arméen till fot och derigenom förskaffade Statsverket en skälig inkomst till bestridande af de öfriga i försvarsverket nödiga förbättringar, ville bereda de rustande en betydande lindring i deras besvär och utgifter"". Så resonnerade man på den tiden, nu låter det helt annorlunda. Man har i vårt land vant sig vid att anse ""kungsord"" så trovärdiga, att man icke skulle behöfva draga i tvifvelsmål deras efterlefnad, och det är i öfvertygelse härom de rustande hyst den förmodan, att hvarken Regering eller Riksdag skulle kunna bryta dessa kungsord, utan att begå en orättvisa mot dem till hvilka försäkringarne blifvit gifna. |"
prot-1869--ak--0507,i-1Rqzd4kYuLPRdGURUCnMW,u,,"Vidare har en talare föreslagit, att revisorns lön skulle nedsättas till 2,000 R:dr. Med hänsyn till myckenheten af hans göromål, tror jag en sådan nedsättning sakna stöd af billighet. Vidare komma de tvänne kassörerne. Herr Björck har redan visat behofvet af dem. Jag vill endast tillägga, att genom den närvarande anordningen, enligt hvilken uppbördskassören, som emottager de ingående medlen, har sitt säte i första distriktets embetslokal på söder nära bangården, den fördelen vinnes, att man undviker transporten genom staden af stora penninge-summor. Det är dock möjligt, att, när en gemensam plats för hela förvaltningen erhålles, en förenkling härutinnan kan åstadkommas."
prot-1869--ak--0309,i-1iJ9AfU5Tnpk1eZhyuoKE,note,,"b) att å Sjette Hufvudtiteln må såsom särskilda förslagsanslag uppföras de till aflösning af Oresundska och Schelde-tullarne nu erforderliga belopp, 188,000 R:dr för den förra och 26,500 R:dr för den sednare,"
prot-1869--fk--0213,i-1121uLagQ74arsxG2iChfP,note,,"N:o 15, i anledning af väckt motion om lindring i den en del kronoskattegatuhus åliggande dagsverksskyldighet till kungsgården Hjelmshult."
prot-1869--fk--0423,i-197cr1PefCT83qkdBFDBD,note,,332 Den 23 April.
prot-1869--fk--0507,i-19so6XXPMUogDCBLwEXDK,note,,Herr von Gegerfelt:
prot-1870--ak--0421,i-16zczjds3YyYQBTNh4FxT,u,,"Man klagar öfver, att den svenska redbarheten på sednare tider har förminskats, men man må icke anse underligt om så verkligen är förhållandet, när vingleriet nära nog blifvit legaliseradt genom den ifrågavarande föreskriften, som inskränker enskild banks utlåningsrätt mot borgen till högst en tiondedel af bankens grundfond. Ty när man nu i allmänhet icke kan få penningar på revers med borgen, så måste man skaffa sig ett hypotek, och jag vågar försäkra, att de flesta sådana. som presteras, äro endast fingerade förbindelser, för hvilka ingen säkerhet erhållits. : - I likhet med den siste talaren kan äfven jag upplysa, att Östergötlauds enskilda bank år 1869 begärde, att detta stadgande skulle borttagas, men svaret blef nej och följden har varit att lånerörelsen bedrifvits på samma sätt som förr."
prot-1870--ak--0425,i-1CtVY7p3t4dAsFmmPeKha,u,,"I ötrigt får jag förklara, att jag, lika litet vid åhörandet af den diskussion som egde rum under loppet af denna afton, som af de skäl hvilka anfördes vid öfverläggningen rörande samma fråga vid sistlidne riksdag, funnit någon anledning för mig att afvika från de åsigter, som uttalas i Kongl. Maj:ts nådiga proposition och hvilka i hufvudsaken vunnit stöd af Stats-Utskottets utlåtande i ämnet vid den innevarande. Ja, jag går ännu längre och måste säga, att jag för min del icke finner ringaste skäl för den eftergift, som Stats-Utskottet i tredje punkten af sin hemställan ansett böra tillkomma Nyeds bergslag i Wermlands län samt den del af Skinnskattebergs bergslag i Westmanlands län, som består af Gunnilbo och Heeds socknar. I afseende på dessa bergslager är, efter hvad jag tror, rättsförhållandet på ett tillfyllestgörande sätt utredt och"
prot-1870--ak--0314,i-1DFQ3kTfL11j6mELZBPYC,u,,"Jag anhåller att de af Kammarens ledamöter, som icke känna till Hofrätternas arbetsordning, icke måtte misstaga sig och tro att nu är fråga om ett länge fortfarande anslag. Det är endast ett tillfälligt anslag, som upphör när balanserna blifvit undanarbetade."
prot-1870--fk--0318,i-1127Lm5dqe9ea7apBBhUuJ,u,,"En talare omnämnde undervisningen i lefvande språk, men jag"
prot-1870--fk--0318,i-12xgZjxxxFczM1jcw8kaM,u,,"Slutligen har Grefve Hamilton anmärkt att ett misstag skulle vara gjordti kostnadsberäkningarne. Jag fåri detta hänseende upplysa, att det för vattenledningar angifna kostnadsbelopp innefattar jemväl kostnaden för vattenkranarne. Orsaken dertill att man velat anlägga stationerna redan år 1871 är den att, då fabriken redan då torde blitva färdigt, ett uppskof ej synes lämpligt."
prot-1870--fk--0315,i-1DANZUC2kE3XaEKBtTZQn,u,,endast velat nämna detta för att framställa denna frågas betydelse från dess konstitutionela sida.
prot-1871--ak--0322,i-15egVm4sdpc8zJ1ABCJnd,note,,Herr Rundgren:
prot-1871--ak--0511,i-16jwie3xt88soDHs1mX8b,u,,"Den första ärade talaren har haft den välviljan att meddela äfven mig det förslag till redaktion af ifrågavarande stadgande, som han nyss uppläst och efter den kännedom jag sålunda angående detsamma varit 1 tillfälle att inhemta, må jag säga, att jag för min del tror, att det förslag Herr Carlén afgifvit är logiskt och bättre samt bör gifva mindre anledning till förvecklingar än möjligen det förslag Utskottet här framlagt, hvarföre jag instämmer i hans förslag, hvarå han förut fästat ledamöternas af Bevillnings-Utskottet uppmärksamhet."
prot-1871--ak--0505,i-1GASE82q3PnZxbnxmwHzH,note,,"Öfverläggningen var slutad. Med förbehåll om rättelse af det anmärkta tryckfelet, nemligen att de mot slutet af Utskottets hemställan förekommande orden: ""beräknas till minst 30 procent"" borde ändras till: ""beräknas till minst 50 procent"", biföll Kammaren i öfrigt förevarande hemställan."
